本文,Level,尊敬語,謙譲語,丁寧語,フィールド
あなたがこの老舗をお支えになってきたんですよ。,2,1,0,0,助ける
あなたをお救いするのは、この方法しかなかったのよ。,2,1,0,0,助ける
先生の植林技術が、中央アジアの山村をお救いになったんです。,2,1,0,0,助ける
大恩あるあなたをお助けするのは、当然のことです。,2,1,0,0,助ける
何とぞ、温かいご支援を賜りたいと存じます。,2,0,1,0,助ける
退職後は、悠々自適で畑仕事に勤しまれているそうですね。,2,1,0,0,楽しむ
お孫さんの成長がお楽しみですね。,2,1,0,0,楽しむ
お慰みに、ジグソーパズルはいかがですか？,2,1,0,0,楽しむ
ご趣味はバロック音楽のご鑑賞だそうですね。,2,1,0,0,楽しむ
市川崑監督のシリーズを、じっくり鑑賞なさってください。,2,1,0,0,楽しむ
結構なご趣味ですね、油絵をお描きになるなんて。,2,1,0,0,楽しむ
洋ラン展、ご堪能いただけましたか？,2,1,0,0,楽しむ
ウイーンでオペラをご満喫とは、優雅なものですね。,2,1,0,0,楽しむ
信州で夏の休暇を満喫なさったそうですね。,2,1,0,0,楽しむ
近頃、碁を嗜まれるそうですね。,2,1,0,0,楽しむ
いつまでもご両親に依存なさるのは、恥ずかしいですよ。,2,1,0,0,楽しむ
ご依頼の品をお届けにあがりました。,2,1,0,0,楽しむ
調査を依頼なさる方は、この書類にご記入ください。,2,1,0,0,楽しむ
ここはご隠居におすがりして、相談に乗ってもらうししかないね。,2,1,0,0,楽しむ
息子のこと、何ぶんよろしくお頼みします。,2,1,0,0,楽しむ
あんな人にお頼みになることはありませんよ。,2,1,0,0,楽しむ
いつもあなたにお頼りするばかりで恐縮です。,2,1,0,0,楽しむ
お使い立てして申し訳ないが、この本を先生に届けてください。,2,1,0,0,楽しむ
都知事へのご請願、いかがでしたか？,2,1,0,0,楽しむ
荒れた河川敷の改修を区に請願なさるべきでしょう。,2,1,0,0,楽しむ
代表監督への就任を、請願なさったそうですね。,2,1,0,0,楽しむ
そこまで若手にお委ねになるのは考えものですよ。,2,1,0,0,楽しむ
華奢なお身体で、なんとも羨ましいわ。,2,1,0,0,体格
坊ちゃん、ご身長がグッと伸びましたね。,2,1,0,0,体格
お背丈は、百八十センチは超えられたでしょ？,2,1,0,0,体格
おふくよかで、性格も丸い方なんでしょうね。,2,0,1,0,体格
心配事が無くなって、ふくよかになられましたね？,2,1,0,0,体格
結婚してから、お太りになりましたね。幸せ太り？,2,1,0,0,体格
少し太られたのではありませんか？,2,1,0,0,体格
顧問は、とても福々しいお顔をしてらっしゃるわね。,2,1,0,0,体格
ここのところ、ちょっと、お痩せになっていませんか？,2,1,0,0,体格
痩せられましたね。ダイエットなさったの？,2,1,0,0,体格
奥様は風邪にかかりやすいご体質なんですね。,2,1,0,0,体格
あそこのご長男は、子どもの頃からご病弱なんですよ。,2,1,0,0,体格
ご病身なんですから、あまりご無理なさらない方が・・・。,2,1,0,0,体格
あの方は、着実に大女優への道をお歩みになっていますね。,2,1,0,0,体格
博士は、その道一筋に歩まれたご一生でした。,2,1,0,0,体験
まずは、経験をお積みになった方がいいですよ。,2,1,0,0,体験
テープカットは、お初の体験でしたか？,2,1,0,0,体験
大舞台をおふみになると、人は変わるものですね。,2,1,0,0,体験
地域の発展のために、ボランティア活動なさってるそうです。,2,0,1,0,体験
長年のご経験を生かして、これからもご活躍ください。,2,1,0,0,体験
何事もまず、実際に経験なさることですね。,2,0,1,0,体験
十五歳での一人旅は、貴重なご体験でしたね。,2,1,0,0,体験
バンジージャンプを体験なさるのは、初めてですか？,2,1,0,0,体験
物理学六十年を回顧なさった文章を、読ませていただきました。,2,1,0,0,体験
昔、ご一緒に仕事をしていたこと、ご記憶にありませんか？,2,1,0,0,体験
お母様の艶やかな着物姿、息子さんも心に刻まれるでしょうね。,2,1,0,0,体験
体調は最近、いかがですか？,2,1,0,0,体調
今日はお顔色があまり良くないですね。,2,1,0,0,体調
お加減はいかがですか？お加減でも悪いのですか？,2,1,0,0,体調
お風邪ですか？咳が出てますね。,2,1,0,0,体調
その後、お身体の具合はいかがですか？,2,1,0,0,体調
どうなさいました？お具合でも悪いのですか？,2,1,0,0,体調
みんなの希望の星なんですから、くれぐれもお体をお大事にね。,2,1,0,0,体調
だいぶお疲れのご様子ですね。,2,1,0,0,体調
お顔色が優れませんけど、どこかお悪いんですか？,2,1,0,0,体調
お顔色が優れないようですが、ご気分でもお悪いんですか？,2,1,0,0,体調
このところ、ご体調はよろしいようですね。,2,1,0,0,体調
声が出にくいのは、病気のご微候かもしれませんよ。,2,0,1,0,体調
ご病気と聞いて、駆けつけました。,2,1,0,0,体調
かなり以前から、ご不調を訴えておられましたからね。,2,1,0,0,体調
足をどうかなさったんですか？歩き方がちょっと・・・,2,1,0,0,体調
少々、お遊びが過ぎるんじゃありませんか？,2,1,0,0,態度
そんなにお苛めにならないでください、まだ新米なんですから。,2,1,0,0,態度
バカをお演じになるのも、いい加減になさい。,2,1,0,0,態度
私をお担ぎになるなら、もう少しマシな嘘をおつきなさいな。,2,1,0,0,態度
ひどいわ、おからかいにならないでください。,2,0,1,0,態度
そんなにお絡みになったら、可哀そうよ。,2,1,0,0,態度
本気ですか？お戯れにならないでください。,2,1,0,0,態度
お惚けになるのも、いいかげんにしてください。,2,0,1,0,態度
あなたはお乗せになるのが上手いんだから、まいっちゃう。,2,1,0,0,態度
お酒の席だからって、おふざけにならないでください。,2,1,0,0,態度
昨夜はかなりお乱れになったようね。何かあったの？,2,0,1,0,態度
あなたのそんなご挑発になんか、乗るもんですか。,2,1,0,0,態度
あなたはいつもそんな言い方で挑発なさるのね。,2,1,0,0,態度
二代目は、ご不摂生がたたって、身体を壊してしまいました。,2,1,0,0,態度
羽目を外されるのも、程ほどになさってください。,2,1,0,0,態度
あなたって、嘘をおつきになるのが、ほんとに下手ねぇ。,2,1,0,0,態度
そんな噂をお流しになったのは、どなたかしら？,2,1,0,0,態度
そろそろ年貢をお納めになったら？お噂よ。,2,1,0,0,態度
誰のお噂してらしたの？あなたのお噂するなんてとんでもない。,2,1,0,0,態度
あの人は、ほんとにお口が軽いんですから。,2,1,0,0,態度
本当にあなたはお口が悪い人ですね。,2,1,0,0,態度
あのお口振りでは、例の件は無理ですね。,2,1,0,0,態度
お芝居がお上手ね。下手なお芝居はおやめになったら？,2,1,0,0,態度
またそんなお上手ばっかり。話をすりかえるのがお上手ね。,2,1,0,0,態度
また私をお騙しになるのね？,2,1,0,0,態度
まあ、ご冗談ばっかり。ご冗談を。褒めても何も出ませんよ。,2,1,0,0,態度
まあ、ご辛辣ねえ。なかなか、ご辛辣ですねえ。,2,1,0,0,態度
いつもあなたは、言葉をお濁しになってばかりなんですから。,2,1,0,0,態度
けっしてお怒りのご口調ではありませんでしたよ。,2,1,0,0,態度
よろしければ、私がお相手をいたしましょう,2,0,1,0,席
席が空いていますから、こちらに移られたらいかが？,2,1,0,0,席
こちらにお移りになりませんか？,2,1,0,0,席
机を明るい窓際にお移ししましょうか？,2,0,1,0,席
おくつろぎのところ、失礼いたします。,2,0,1,0,席
私みたいな者がおじゃまして、いいんですか？,2,1,0,0,席
私、おじゃま虫かしら？でも可愛いからいいでしょ？,2,1,0,0,席
お話し中、失礼いたします。,2,0,1,0,席
ごめんなさい、ちょっとお待ちになってね,2,1,0,0,席
こちら、ご相席よろしいでしょうか。/ご相席、構いません？,2,0,1,0,席
こちらにご一緒してよろしいかしら？,2,0,1,0,席
ちょっと失礼いたします。,2,1,0,0,席
すみませんが、おソースを取っていただけませんか？,2,1,0,0,席
ちょっとごめんください。もう少し席を詰めていただけませんか？,2,1,0,0,席
仲人さんとは、十分打ち合わせなさったのですか？,2,1,0,0,相談
明日の件は、お打ち合わせになりましたか？,2,1,0,0,相談
お打ち合わせする時間を、取っていただけませんか？,2,1,0,0,相談
博識のあなたにぜひ、お知恵をお借りしたいのですが。,2,1,0,0,相談
ぜひ、あなたのお知恵を拝借したいのですが。,2,1,0,0,相談
このプロジェクトは、本社にお諮りになった方がよろしいのでは？,2,0,1,0,相談
相続のことは、ご家族でじっくりお話し合いをなさってください。,2,1,0,0,相談
リーダー同士、夜更けまでお話し合いになっておられました,2,1,0,0,相談
その件については、十分にご協議ください。,2,1,0,0,相談
十分に協議なさった結果なら仕方ないですね。,2,1,0,0,相談
部長は、この商談にあまり乗り気ではないようです。,2,1,0,0,相談
今日は、折り入ってご相談したいことがあって伺ったのですが。,2,0,1,0,相談
進路について相談なさるなら、あの先生がいいですよ。,2,0,1,0,相談
何かご助言をいただけませんか？,2,1,0,0,相談
今後のことは、お二人でよく話し合われたほうがいいですね。,2,0,1,0,相談
いただき物ですが、おひとつどうぞ。,2,1,0,0,贈答
お口汚しですが、おひとつどうぞ。,2,1,0,0,贈答
お近づきのお印に。/ほんのお印ですが...。,2,1,0,0,贈答
手料理でお恥ずかしいんですが...。皆さんでどうぞ。,2,1,0,0,贈答
近所で評判の品ですが、おひとつ。,2,1,0,0,贈答
いただき物のお福分けですが、召しあがってください。,2,1,0,0,贈答
気持ちばかりのものですが、どうぞお納めください,2,1,0,0,贈答
どうか、ご受納いただけましたら幸いでございます。,2,1,0,0,贈答
記念の品でございます。どうぞご笑納ください。,2,1,0,0,贈答
生牡蠣を少々送りました。どうぞご笑納ください。,2,1,0,0,贈答
小社の創業五十周記念記念誌、どうぞ笑覧ください。,2,1,0,0,贈答
ささやかなものですが、お礼の印です。,2,1,0,0,贈答
粗品でございますが、ご来館の記念にどうぞ。,2,1,0,0,贈答
ほんの気持ちです。どうぞお納めください。,2,1,0,0,贈答
こんなに高価なものをいただいて、よろしいんですか？,2,0,1,0,贈答
私などにはもったいないですが、ありがたくお受けします。,2,0,1,0,贈答
それでは、ありがたく頂戴いたします。,2,0,1,0,贈答
それでは、お気持ちだけ頂戴します。,2,0,1,0,贈答
お心のこもった贈り物を頂戴し、身に余る光栄です。,2,0,1,0,贈答
私には、いくつくださるの？,2,1,0,0,贈答
先日は結構なものを頂戴いたしまして、恐縮です。,2,1,0,0,贈答
おこぼれに預かるなんて、さもしい考えでしたね。,2,1,0,0,贈答
おまけに引かれて、ついつい買ってしまうんですよね。,2,1,0,0,贈答
作品がお余りになったら、何かひとつ、譲っていただけませんか？,2,1,0,0,贈答
あの娘に歌舞伎のチケットおやりになったんですか？,2,1,0,0,贈答
息子さんには、もう十分にお与えになったんじゃないの？,2,1,0,0,贈答
お誕生日に、自作の詩をお贈りします。,2,1,0,0,贈答
どなたに贈り物をなさるんですか？,2,1,0,0,贈答
騙されているのも知らず、お貢ぎになったのね。,2,1,0,0,贈答
お返しは遠慮させていただきます。,2,0,1,0,贈答
自作の茶碗ですが、謹呈しましょう。,2,1,0,0,贈答
お世話になったお礼に、何か差し上げたいわ。,2,0,0,0,贈答
データベースを閲覧なさる方は、次の点にご注意ください。,2,1,0,0,見る
式場のお下見をしておいた方が、よろしいかと思いますが。,2,1,0,0,見る
専務、契約書にお見通し願います。,2,1,0,0,見る
この町のお祭りをぜひご見物ください。,2,1,0,0,見る
前の方で見物なさる方は、水しぶきにご注意ください。,2,1,0,0,見る
初めての方はファイルをご回覧ください。,2,1,0,0,見る
皆さんで資料を回覧なさってくださいね。,2,1,0,0,見る
お母様にお見せになったら？きっと喜ばれますよ。,2,0,0,1,見る
門外不出の絵巻物ですが、特別にお目にかけましょう。,2,1,0,0,見る
ご一覧いただいてから、ぜひご批判仰ぎたいと存じます。,2,1,0,0,見る
どうぞ、収支決算書をご供覧ください。,2,1,0,0,見る
桃山時代の茶碗、皆様のご高覧に供したいと思います。,2,0,1,0,見る
浅学ながら、研究の一端をご披露しましょう。,2,1,0,0,見る
拙い絵です。ご覧にいれるようなものではありません。,2,1,0,0,見る
その計画は、会長さんにご一任しましょう。,2,1,0,0,任せる
議長に委任なさったらいいんじゃないですか？,2,1,0,0,任せる
息子さんに会社の未来をお託しになるんですね？,2,1,0,0,任せる
この件は、お友達に託される方がいいですよ。,2,0,1,0,任せる
板前さん、お任せで、お願いします。,2,0,1,0,任せる
この件は、あなたにお任せしますよ。,2,0,1,0,任せる
了解しました。どうかこの場は私にお任せください。,2,0,1,0,任せる
弟さんにお店を、お譲りになったんですか？,2,1,0,0,任せる
土地建物の権利を、ご長男に移譲なさったんですか？,2,1,0,0,任せる
その条件でしたら、お請けしましょう。,2,0,1,0,任せる
そんなギャラで、よくお請けになったわね。,2,1,0,0,任せる
この仕事、喜んでお引き受けいたします。,2,0,1,0,任せる
どうしたんでしょう。お預けを食ってしまいましたね。?,2,1,0,0,待つ
先生が先程から、お待ちかねです。,2,1,0,0,待つ
ご連絡いただくまで、ロビーでお待ちします。,2,0,1,0,待つ
すぐ戻ると思いますが、お待ちになりますか？,2,1,0,0,待つ
お待遠、うな丼でございます。/,2,1,0,0,待つ
お待遠、皆さん、お早いですね。,2,1,0,0,待つ
どうぞおかけになってお待ち下さい。主人はすぐに参ります。,2,1,0,0,待つ
はい、ただいま、お届けにあがります。,2,0,1,0,待つ
ただいま取り込んでおりますので、少々お待ち下さい。,2,1,0,0,待つ
間に合いませんで、この度はご無礼をいたしました。,2,1,0,0,待つ
遅くなってごめんなさい。ひどい渋滞に巻き込まれてしまって・・・。,2,1,0,0,待つ
大変遅なりまして・・・すぐにお支度いたします。,2,0,1,0,待つ
今からお店の方に伺っていいですか？,2,0,1,0,店
当店のオーガニック野菜料理を、お楽しみください。,2,1,0,0,店
いつも弊店をご利用いただきまして、ありがとうございます。,2,1,0,0,店
貴店の心のこもった接客サービスは、大変勉強になります。,2,1,0,0,店
職人は弱い立場ですから、お店には何も言えないんですよ。,2,1,0,0,店
ご主人はどちらで修行なさったんですか？,2,1,0,0,店
こちらは気持ちの良い店員さんばかりですね。,2,1,0,0,店
お店は今日お休みです。あら残念、今日はお休みだったんですね。,2,1,0,0,店
いつもご来店いただきありがとうございます。,2,1,0,0,店
申し訳ございません。今日はもうお終いなんです。,2,1,0,0,店
もうラストオーダー？今日はいつもより早くお閉めになるんですね。,2,1,0,0,店
お母様をお送りになったとか、お寂しいことですね。,2,1,0,0,別れる
お餞別をいただいたんですから、お土産は忘れずにね。,2,1,0,0,別れる
お別れね。これからは自分らしく生きてみたいと思います。,2,0,1,0,別れる
卒業式のあと、お別れ会には参加なさるんですか？,2,1,0,0,別れる
カサブランカの空港で、お別れになったんでしょう？,2,1,0,0,別れる
お発ちになる前に、お別れのご挨拶をしたいわ。,2,0,1,0,別れる
息子さんを勘当なさったんですか？,2,1,0,0,別れる
彼とはこの辺で決別なさった方がいいんじゃないですか？,2,0,1,0,別れる
離婚なさってお若くなったんじゃありませんか？,2,0,1,0,別れる
課長は旦那さんと、大分前に離別なさっています。,2,1,0,0,別れる
お客様、お持ちのお生地でお仕立てすることもできます。,2,1,0,0,服を仕立てる
お袖口がきつそうですね、お直ししておきます。,2,0,1,0,服を仕立てる
ここは我慢して、お下がりになった方が得ですよ。,2,0,1,0,謙る
ここはお譲りになってはいかがですか？,2,1,0,0,謙る
それはご謙遜でしょ？あなたの実力は相当なものですよ。,2,1,0,0,謙る
そんなに謙遜なさらないでください。,2,1,0,0,謙る
不躾ながら、これだけは申しあげます。,2,0,1,0,謙る
老婆心ながら申し上げますが、相手もなかなかの腕ですよ。,2,0,1,0,謙る
お式の日取りが決まりましたら、お知らせをくださいね。,2,1,0,0,報告
ともかく、あなたにだけは早くお知らせしようと思って…。,2,1,0,0,報告
怪しい人物を見かけたらご通報ください。,2,1,0,0,報告
すぐ警察に通報なさったんですか？,2,1,0,0,報告
病床の校長に、いち早く優勝のご報告をしました。,2,0,1,0,報告
もし芥川賞が決まったら、真っ先にどなたに報告なさいますか？,2,1,0,0,報告
調査結果については、一ヶ月以内にご連絡いたします。,2,0,1,0,報告
来月の役員会の予定を、会長に連絡なさいましたか？,2,1,0,0,報告
我が家と思って、気楽にお訪ねください。,2,1,0,0,訪問
ぜひまた、お立ち寄りくださいね。,2,1,0,0,訪問
旅の途中で立ち寄らせていただきました。,2,0,1,0,訪問
突然ですが、お寄りしてよろしいでしょうか？,2,0,1,0,訪問
散らかしておりますが、お寄りになってください。,2,1,0,0,訪問
今夜は遠慮します。酔っていない時にご訪問いたします。,2,0,1,0,訪問
まあ、きれいなお筆跡ね。／先生のご指導でお筆跡があがりましたね。,2,1,0,0,褒める
短期間で、連句がここまで向上なされるとは、驚きました。,2,1,0,0,褒める
折り入って、先輩にお願い事があるのですが・・・。,2,1,0,0,頼む
あなた、お願いだから晩ご飯のお買物わすれないでね。,2,1,0,0,頼む
重ねてのお願いで恐れ入ります。何ぶん、よろしく。,2,1,0,0,頼む
後生だから、生牡蠣だけは勘弁しておくれ。,2,1,0,0,頼む
済まないけど、弁当を買ってきてくれないかな。,2,1,0,0,頼む
何とぞ、よろしくお願いいたします。,2,1,0,0,頼む
確かに決まりは決まりですが、そこを何とかお願いできませんか。,2,1,0,0,頼む
そこのところ、まげてお願いいたします。,2,1,0,0,頼む
このお席、よろしいでしょうか？／煙草を吸ってもよろしい？,2,1,0,0,頼む
息子の件、どうかよろしゅうお頼みもうします。,2,1,0,0,頼む
悪いけど、込み入った話なので席を外してくれませんか？,2,1,0,0,頼む
息子さんに、ちゃんと意見なさったらいかがですか？,2,1,0,0,忠告
今日は、あなたにご意見するつもりで参りました。,2,0,1,0,忠告
部長の深酒は、私がお諫めしましょう。,2,0,1,0,忠告
お嬢様の夜遊び、そろそろお諫めになった方が・・・。,2,1,0,0,忠告
また同じお談義を聞かされるのは、真っ平ごめんですよ。,2,1,0,0,忠告
若い人にいくらお説きになっても、聞いてないでしょ？,2,1,0,0,忠告
ちょっとお耳に痛いことを申し上げますが・・・。,2,0,1,0,忠告
先輩、温かいご教調として腹に納めます。,2,1,0,0,忠告
あなたのご説得でも、だめでしたか。,2,1,0,0,忠告
あなたが説得なさっても、やはりだめでしたか。,2,1,0,0,忠告
ご忠告しておきます。人の言葉を聞かないのは悪い癖ですよ。,2,0,1,0,忠告
いまさら忠告なさっても、無駄ですよ。,2,1,0,0,忠告
放送業界にも、お顔が利くんですか？,2,1,0,0,付き合う
お顔が広いんですから、誰がいい人を紹介してください。,2,1,0,0,付き合う
お付き合いは、もうながいんですか？,2,1,0,0,付き合う
友人の紹介でお会いして以来、親しくお付き合いしています。,2,0,1,0,付き合う
式の後、三次会まで付き合われたんですって？,2,1,0,0,付き合う
人のお出入りが多いお宅でしたからね。,2,1,0,0,付き合う
交友関係がお広いと、お付き合いも大変でしょうね。,2,1,0,0,付き合う
プロ野球選手と、ご交流があるそうですね。,2,1,0,0,付き合う
先生は若い人たちと交流なさってご満悦でした。,2,1,0,0,付き合う
あなたのご交友の広さには驚きます。,2,1,0,0,付き合う
いつも、異業種の方々と交わられるんですか？,2,1,0,0,付き合う
あの方とご面識がおありですか？,2,1,0,0,付き合う
シドニーと友好関係を結ばれたんですか？,2,1,0,0,付き合う
事の重大さをお告げするのが、私の仕事なんです。,2,0,1,0,伝える
先生、ご本人にはお告げになりましたか？,2,1,0,0,伝える
句会の日時の変更、確かにお伝えしました。,2,0,1,0,伝える
奥さんにも、よろしくお伝えください。,2,1,0,0,伝える
研修の日程をメールでお知らせしましょう。,2,0,1,0,伝える
ご説明がよく分からないのですが・・・。,2,1,0,0,伝える
もうこれ以上説明なさる必要はないと思いますけど。,2,0,1,0,伝える
がんのご宣告ですが、うすうす感じておりました。,2,1,0,0,伝える
来シーズンは、戦力外だと宣告なさったんですか？,2,1,0,0,伝える
お客様へのご伝言を、お預かりしております。,2,0,1,0,伝える
朝早くから恐縮ですが、ご主人はお目覚めでしょうか？,2,1,0,0,電話
先生はございたくでしょうか？,2,1,0,0,電話
もしおいででしたら、お電話口までお願いできますか？,2,1,0,0,電話
お呼び立てして申し訳ありません。,2,1,0,0,電話
お電話口まで煩わせて、申し訳ありません。今、よろしいですか？,2,1,0,0,電話
いま、お話ししてよろしいですか？,2,0,1,0,電話
改めて、こちらからお電話をさしあげます。,2,0,1,0,電話
お願い事ですから、こちらからかけ直します。,2,0,1,0,電話
お戻りになりましたら、お電話をいただきたいのですが。,2,0,1,0,電話
お電話をお待ちしていますと、お言伝をお願いいたします。,2,0,1,0,電話
それでは、お電話をお待ちしております。,2,1,0,0,電話
お手を煩わせて、申し訳ありません。,2,1,0,0,電話
どうも、お手を止めまして、すみません。（電話の最後に）,2,1,0,0,電話
近く、検事さんのお取り調べがあるはずですよ。,2,0,1,0,調べる
その製品について照会なさるなら、この番号へどうぞ。,2,1,0,0,調べる
点検なさる時は、必ず元栓を締めてくださいね。,2,1,0,0,調べる
そんな不確かな情報を当てになさるのは、良くないわ。,2,0,1,0,信じる
お信じになる、ならないはあなたの自由ですけどね。,2,1,0,0,信じる
ご実家とは別の宗教に入信なさるとは、驚きました。,2,1,0,0,信じる
うっかりあの方を信用なさると、大変なことになりますよ。,2,1,0,0,信じる
もちろん、御社をご信頼しております。,2,1,0,0,信じる
家が倒壊？お心細いことでしょうね。,2,1,0,0,心配
ご家族が気をもまれていますよ、帰ってあげなさい。,2,1,0,0,心配
この件については、懸念なさることはありません。,2,1,0,0,心配
親心とはいえ、そこまでご案じになることではないのでは？,2,1,0,0,心配
棟梁は、いたくご心配のご様子でしたよ。,2,1,0,0,心配
どうぞご放念ください。ご心配おかけしました。,2,1,0,0,心配
新作のバッグ、お気に召しましたでしょうか？,2,1,0,0,好き
和食をお好みになる方と伺いましたが。,2,0,1,0,好き
この家、気に入られましたか？/気に入られると嬉しいのですが。,2,1,0,0,好き
お鮨がご好物と伺っておりましたので、お持ちしました。,2,0,1,0,好き
そのご提案は、ちょっといただけませんな。,2,1,0,0,反論
嘘おっしゃい、よくもそんなことぬけぬけと。,2,1,0,0,反論
それは少々、お考え違いではないでしょうか？,2,1,0,0,反論
お言葉ですが、それでは皆納得しません。,2,1,0,0,反論
お言葉を返すようで誠に申し訳ないのですが、それでよろしいのですか？,2,1,0,0,反論
口幅ったいことを申しあげるようですが...。,2,1,0,0,反論
さしでがましいようですが、それはおやめになった方が…。,2,1,0,0,反論
僭越ですが、一言よろしいでしょうか？,2,1,0,0,反論
まあ、そうおっしゃらずに。ここはひとつ、お互い歩み寄って。,2,1,0,0,反論
そうは参りませんよ、あなたの思惑通りには。,2,1,0,0,反論
そのお考えには、全く納得できませんね。,2,1,0,0,反論
生意気を申すようですが、長いものには巻かれましょう。,2,1,0,0,反論
間違いだと思ったら、反論なさるべきです。,2,1,0,0,反論
もしお時間がありましたら、お立ち寄りください。,2,1,0,0,ひま
貴重なお時間をいただきまして、恐縮です。,2,1,0,0,ひま
子どもの学芸会みたいで、お退屈だったんじゃありませんか？,2,1,0,0,ひま
現役を退かれて、お父様はご退屈でしょうね。,2,1,0,0,ひま
この映画は退屈なさることはありません、私が保証します。,2,1,0,0,ひま
お退屈しのぎに、お散歩でもいかがですか？,2,1,0,0,ひま
慣れぬ芸とはいえ、お退屈様でございました。,2,1,0,0,ひま
あ～あ、今日もお茶をひいてしまったわ。,2,1,0,0,ひま
それでは、おついでの時にでもお持ちになってください。,2,1,0,0,ひま
お手数をおかけします。どうぞ、よろしく。,2,1,0,0,ひま
この書類、お手すきの時に目を通していただけませんか？,2,1,0,0,ひま
お手間を取らせまして、申し訳ございません。,2,1,0,0,ひま
すっかりお手を煩わせてしまい、申し訳ありません。,2,1,0,0,ひま
お暇なときは、いつでもいらしてくださいね。,2,1,0,0,ひま
一刻のご猶予もなりません。即刻ご決断を願います。,2,1,0,0,ひま
ご夫婦の間に、お隠し事の一つや二つあっても当たり前ですよ。,2,1,0,0,秘密
いくらお隠しになってもムダ。尻尾が出てますよ。,2,1,0,0,秘密
あの方は、このレストランに時々お忍びでいらっしゃいます。,2,1,0,0,秘密
お二人は人目を忍ばれる仲だそうですが。,2,1,0,0,秘密
胸の奥深くに、何かお秘めになっている方ですね。,2,1,0,0,秘密
私に秘密になさるなんて、水くさいじゃありませんか。,2,1,0,0,秘密
秘蔵なさっている雪舟を、一度見せていただけませんか？,2,0,1,0,秘密
先日の件は、お伏せしておきます。,2,1,0,0,秘密
この件は関係者に口止めなさってください。,2,1,0,0,秘密
秘密ですからね、口止めなさってください。,2,1,0,0,秘密
お人払いをお願いできますか？/何とぞお人払いを…。,2,1,0,0,秘密
私がここに参りましたことは、くれぐれもご内密に。,2,1,0,0,秘密
彼女にお打ち明けになったらいかがですか？,2,1,0,0,秘密
とうとう秘密をお漏らしになったんですか？,2,1,0,0,秘密
思い切って、彼女に告白なさったらいかがですか？,2,1,0,0,秘密
お比べするのは失礼ですよ、格が違いすぎます。,2,1,0,0,秘密
新製品をこれまでのものとお比べになってください。,2,1,0,0,秘密
先生のきついご講評には参りました。,2,1,0,0,秘密
先般は、過分なご高評を賜り、恐縮しました。,2,0,1,0,秘密
一般公募作品のご採点を、お願いします。,2,1,0,0,秘密
山のような答案、採点なさるのが大変ですね。,2,1,0,0,秘密
このデータをご判断の材料にしてください。,2,1,0,0,秘密
病気というものは、ご自分で判断なさるのは危険です。,2,1,0,0,秘密
ご一読いただいてから、ご批判を仰ぎたいと存じます。,2,0,1,0,秘密
塾長は新しい視点から判定なさいました。,2,1,0,0,秘密
作品のご批評は、どなたでもご自由ですけど。,2,1,0,0,秘密
先生が高く評価なさったので、彼は舞いあがってますよ。,2,1,0,0,秘密
社長はみんなの前で、部長のアイディアをお褒めになりました。,2,1,0,0,秘密
あんなに丈夫な方がお倒れになるなんて信じられません。,2,1,0,0,病状
あの方、めっきり衰えられたというお噂ですよ。,2,1,0,0,病状
このところ、だいぶお窶れになったようで、心配だわ。,2,1,0,0,病状
やっと気が付かれましたね、丸一日眠っていたのよ。,2,1,0,0,病状
父上がご危篤？すぐに行っておあげなさい。,2,1,0,0,病状
父上がご重体とのお知らせには驚きました。,2,1,0,0,病状
あれほど憔悴なさるなんて、よくよくのことだわ。,2,1,0,0,病状
先生は、小康を保たれているご様子でした。,2,1,0,0,病状
遠慮なさらないで、おあがりになって。,2,1,0,0,好き
後のことは、お心置きなく、お出かけになってください。,2,1,0,0,好き
ご寄付については、どうぞお心のままにに。,2,1,0,0,好き
先生も、お好きになさればいいじゃないですか。,2,0,1,0,好き
一泊でも二泊でも、好きになさってください。,2,1,0,0,好き
そろそろ彼を解放なさったら？,2,1,0,0,好き
そんなに気兼ねなさらないで、知らない仲じゃなし。,2,1,0,0,好き
煮て食おうと焼いて食おうと、どうぞご勝手に。,2,1,0,0,好き
理事長を受ける受けない、それはあなたのご自由に。,2,1,0,0,好き
しばらくは、自由になさる方がいいわ。,2,1,0,0,好き
これだけ言ってもわからないのでしたら、どうぞご随意に。,2,1,0,0,好き
どうも、そのお勧めに従う気になれません。,2,1,0,0,勧める
それほど熱心に、お勧めになるのなら、考えてみます。,2,1,0,0,勧める
先生からのありがたいお申し出、お受けになるんでしょ？,2,1,0,0,勧める
何もしない専務なんか、辞任勧告なさるべきだわ。,2,1,0,0,勧める
理事長に推挙なさるなら、あの方が適任だと思います。,2,0,1,0,勧める
あなたが推奨なさるだけあって、素晴らしい映画でした。,2,1,0,0,勧める
あなたの人柄を見込んで、民生委員にご推薦します。,2,0,1,0,勧める
そろそろあの先生を、褒章に推薦なさるべき時だと思いますが。,2,0,1,0,勧める
教授はずっと昔から、林業の再生を奨励なさっていました。,2,1,0,0,勧める
どうぞおあがりください。どうぞ召しあがってください。,2,1,0,0,勧める
散歩や軽い運動を、なさったらいかがですか？,2,1,0,0,勧める
何か、身体にいい運動をなさっていますか？,2,1,0,0,スポーツ
やはり、天然の氷にこだわって、湖でお滑りになるのですね。,2,1,0,0,スポーツ
大きな鮪を、お釣りになったんですって？,2,1,0,0,スポーツ
今年はホノルルマラソンをお走りにななるんですか？,2,1,0,0,スポーツ
毎日、皇居の周りを走られるんですって？,2,1,0,0,スポーツ
